state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
OH,40,415,no,no,0,84.7,98,14.4,160.4,90,13.63,159.1,68,7.16,13.5,4,3.65,0,no
AR,117,408,no,no,0,161.2,101,27.4,173.0,126,14.71,232.8,124,10.48,12.0,2,3.24,0,no
KY,61,510,no,no,0,236.9,72,40.27,180.2,83,15.32,226.1,126,10.17,9.5,9,2.57,5,no
GA,62,415,no,no,0,214.4,78,36.45,210.4,91,17.88,196.9,121,8.86,8.9,6,2.4,2,no
SD,36,415,no,no,0,159.8,97,27.17,174.8,125,14.86,215.3,97,9.69,8.2,3,2.21,0,no
VA,134,408,no,no,0,123.3,108,20.96,185.0,107,15.73,255.4,40,11.49,8.1,4,2.19,2,no
PA,133,510,no,no,0,141.6,139,24.07,254.3,110,21.62,156.9,108,7.06,10.8,6,2.92,4,no
OR,140,510,no,no,0,213.5,110,36.3,166.0,80,14.11,168.9,104,7.6,3.9,4,1.05,2,no
TX,117,415,no,yes,5,223.2,94,37.94,191.5,129,16.28,196.4,103,8.84,12.7,1,3.43,2,no
NH,94,415,no,no,0,249.1,101,42.35,229.8,107,19.53,183.0,133,8.23,10.6,2,2.86,3,no
DC,89,415,no,yes,6,166.7,75,28.34,147.6,98,12.55,254.4,130,11.45,7.3,2,1.97,2,no
TX,103,510,no,no,0,168.0,123,28.56,155.9,101,13.25,166.3,113,7.48,3.3,6,0.89,0,no
VA,77,415,yes,no,0,180.8,99,30.74,161.6,82,13.74,185.2,105,8.33,15.5,1,4.19,2,yes
DE,122,408,yes,no,0,226.9,94,38.57,166.7,89,14.17,175.1,107,7.88,5.0,4,1.35,2,yes
UT,70,415,no,no,0,123.7,94,21.03,118.2,109,10.05,180.5,91,8.12,11.8,3,3.19,0,no
UT,112,510,no,no,0,147.6,100,25.09,254.4,80,21.62,131.7,109,5.93,9.7,5,2.62,4,no
GA,52,408,no,no,0,241.9,87,41.12,168.0,129,14.28,235.4,125,10.59,7.1,6,1.92,1,no
AZ,53,408,no,no,0,188.8,99,32.1,155.1,89,13.18,171.4,87,7.71,17.6,5,4.75,0,no
WY,18,415,yes,no,0,125.2,128,21.28,251.0,75,21.34,188.2,109,8.47,10.2,1,2.75,1,no
AZ,123,415,no,no,0,255.4,87,43.42,204.5,106,17.38,165.3,100,7.44,5.6,5,1.51,0,yes
IL,1,408,no,no,0,207.8,96,35.33,227.4,132,19.33,228.8,101,10.3,9.1,3,2.46,0,no
MS,72,408,no,yes,9,129.6,125,22.03,214.3,94,18.22,157.2,104,7.07,15.1,2,4.08,0,no
WV,72,415,no,no,0,167.5,129,28.48,207.4,107,17.63,202.2,168,9.1,12.7,4,3.43,2,no
FL,82,408,no,no,0,214.2,95,36.41,284.7,98,24.2,203.9,110,9.18,12.5,5,3.38,1,no
MI,47,408,no,yes,9,193.7,124,32.93,147.7,93,12.55,197.5,46,8.89,6.7,3,1.81,1,no
IL,119,510,no,no,0,136.2,128,23.15,150.0,101,12.75,122.4,56,5.51,7.5,7,2.03,0,no
FL,72,415,no,yes,11,250.9,119,42.65,223.0,74,18.96,199.1,127,8.96,8.8,5,2.38,1,no
IA,113,415,no,no,0,206.3,126,35.07,194.1,84,16.5,172.8,128,7.78,11.0,3,2.97,2,no
MT,77,408,no,yes,8,238.2,82,40.49,199.4,68,16.95,239.6,107,10.78,13.9,3,3.75,3,no
UT,109,510,no,yes,7,259.7,93,44.15,220.8,105,18.77,236.1,125,10.62,10.9,8,2.94,1,no
MT,123,408,yes,yes,7,165.4,109,28.12,116.0,89,9.86,182.4,92,8.21,3.5,3,0.95,1,no
NM,29,408,yes,yes,9,143.2,100,24.34,236.1,127,20.07,199.0,107,8.96,7.3,2,1.97,3,no
SD,68,408,no,no,0,156.1,79,26.54,120.7,88,10.26,200.8,112,9.04,8.3,5,2.24,1,no
DC,110,415,no,no,0,177.8,85,30.23,230.0,103,19.55,176.7,83,7.95,6.9,4,1.86,2,no
TX,121,415,no,yes,4,181.7,69,30.89,231.3,77,19.66,234.4,110,10.55,4.4,9,1.19,1,no
SD,134,510,no,no,0,203.2,121,34.54,236.0,98,20.06,180.5,108,8.12,5.6,3,1.51,4,no
MA,97,408,no,no,0,164.2,156,27.91,218.2,75,18.55,222.9,107,10.03,6.9,8,1.86,1,no
MA,69,415,no,no,0,155.2,90,26.38,176.1,134,14.97,249.8,108,11.24,8.6,6,2.32,1,no
WV,67,415,no,yes,5,246.4,107,41.89,170.8,121,14.52,241.5,112,10.87,10.2,3,2.75,1,no
MI,46,415,no,no,0,199.1,89,33.85,285.8,118,24.29,181.6,124,8.17,12.2,5,3.29,0,no
NH,51,408,no,no,0,206.1,58,35.04,176.6,99,15.01,245.5,89,11.05,11.3,6,3.05,1,no
TX,80,408,no,no,0,189.4,114,32.2,162.3,112,13.8,164.2,101,7.39,6.3,5,1.7,1,no
MT,97,415,no,no,0,166.6,86,28.32,197.1,89,16.75,237.2,99,10.67,7.9,2,2.13,2,no
AL,179,415,no,no,0,164.5,105,27.97,213.3,104,18.13,208.7,127,9.39,4.6,5,1.24,1,no
NV,94,415,no,yes,11,154.7,103,26.3,250.0,115,21.25,119.7,78,5.39,11.0,3,2.97,0,no
UT,170,415,no,no,0,173.4,88,29.48,271.9,116,23.11,248.1,75,11.16,11.6,4,3.13,0,no
NY,38,415,no,yes,13,160.0,131,27.2,200.6,106,17.05,169.5,135,7.63,10.7,3,2.89,3,no
MT,70,408,no,no,0,222.6,86,37.84,191.3,104,16.26,177.4,119,7.98,9.1,6,2.46,2,no
NE,102,510,no,no,0,274.6,68,46.68,206.7,76,17.57,230.8,68,10.39,6.0,2,1.62,0,no
AL,94,415,yes,no,0,169.1,44,28.75,192.9,135,16.4,205.0,95,9.22,8.3,4,2.24,1,no
SC,184,510,no,no,0,252.6,138,42.94,158.2,101,13.45,154.7,86,6.96,7.2,2,1.94,4,yes
ID,124,408,no,yes,4,100.0,107,17.0,239.5,109,20.36,182.7,74,8.22,13.7,4,3.7,1,no
AL,28,415,no,yes,4,165.9,90,28.2,197.7,114,16.8,175.3,74,7.89,11.4,3,3.08,2,no
DC,157,415,yes,no,0,228.2,84,38.79,245.7,115,20.88,222.2,108,10.0,7.2,3,1.94,0,no
MO,151,510,no,no,0,201.1,77,34.19,253.9,121,21.58,214.6,53,9.66,7.5,5,2.03,1,no
AL,132,510,yes,no,0,196.6,122,33.42,223.4,142,18.99,173.7,116,7.82,6.9,4,1.86,2,yes
NV,176,510,no,no,0,101.9,73,17.32,227.3,87,19.32,221.4,83,9.96,10.4,7,2.81,0,no
VA,98,415,yes,no,0,212.4,86,36.11,242.0,76,20.57,217.1,123,9.77,11.4,2,3.08,2,yes
MA,110,415,no,no,0,162.4,79,27.61,217.3,127,18.47,179.2,108,8.06,9.4,6,2.54,2,no
AR,68,408,no,yes,10,150.3,127,25.55,187.9,40,15.97,106.8,70,4.81,8.9,4,2.4,3,no
LA,42,510,no,no,0,117.2,115,19.92,231.1,80,19.64,277.2,92,12.47,14.3,4,3.86,1,no
SC,28,415,yes,no,0,230.5,84,39.19,219.0,90,18.62,144.9,103,6.52,12.8,4,3.46,5,no
ND,88,408,no,no,0,116.5,99,19.8,208.9,136,17.76,216.8,85,9.76,7.0,2,1.89,1,no
NM,101,415,no,no,0,206.6,117,35.12,212.4,68,18.05,138.1,92,6.21,10.1,3,2.73,4,no
KY,86,510,no,no,0,217.1,94,36.91,201.3,86,17.11,228.7,88,10.29,12.4,0,3.35,0,no
SD,116,510,yes,yes,7,159.2,96,27.06,194.1,69,16.5,149.4,135,6.72,11.0,3,2.97,1,no
WY,97,510,yes,yes,6,131.6,123,22.37,160.4,102,13.63,173.5,102,7.81,12.8,2,3.46,0,no
ID,119,415,no,no,0,183.9,91,31.26,217.0,103,18.45,130.3,73,5.86,10.9,7,2.94,2,no
MD,122,415,no,no,0,223.7,88,38.03,172.4,89,14.65,218.0,120,9.81,9.2,8,2.48,0,no
TN,141,510,no,yes,8,146.7,113,24.94,201.7,101,17.14,223.4,78,10.05,6.6,5,1.78,0,no
IN,100,510,yes,yes,10,167.2,61,28.42,187.4,119,15.93,216.2,80,9.73,4.3,7,1.16,1,no
WI,175,510,no,no,0,253.1,131,43.03,183.1,80,15.56,195.6,101,8.8,13.3,2,3.59,2,yes
TX,72,408,no,yes,6,208.0,69,35.36,169.4,82,14.4,141.6,117,6.37,10.8,4,2.92,0,no
NY,16,510,no,no,0,162.6,122,27.64,250.3,114,21.28,153.3,125,6.9,12.2,8,3.29,3,no
AR,100,510,no,no,0,100.4,92,17.07,213.5,116,18.15,202.4,108,9.11,7.9,2,2.13,1,no
IA,91,510,no,no,0,269.2,92,45.76,237.7,106,20.2,188.3,73,8.47,10.6,7,2.86,5,yes
NV,116,408,no,no,0,196.7,68,33.44,222.9,103,18.95,218.0,101,9.81,11.3,4,3.05,3,no
CA,87,510,no,no,0,165.7,98,28.17,217.7,112,18.5,151.5,94,6.82,13.7,2,3.7,1,no
MA,139,510,no,no,0,145.6,95,24.75,239.6,91,20.37,206.0,87,9.27,10.1,1,2.73,1,no
NY,112,408,no,no,0,270.3,76,45.95,219.2,112,18.63,134.3,108,6.04,12.6,6,3.4,1,yes
SD,42,415,no,no,0,225.8,110,38.39,214.2,108,18.21,121.9,95,5.49,7.1,3,1.92,4,no
KY,73,408,no,yes,9,155.8,83,26.49,229.5,94,19.51,203.8,93,9.17,11.0,2,2.97,1,no
RI,99,408,no,no,0,149.0,106,25.33,176.3,115,14.99,281.2,121,12.65,9.4,3,2.54,3,no
HI,87,408,no,yes,10,223.4,119,37.98,231.9,121,19.71,224.5,86,10.1,9.9,4,2.67,3,no
DC,102,510,no,no,0,168.1,75,28.58,220.7,98,18.76,197.3,101,8.88,10.7,3,2.89,4,no
DC,94,510,no,yes,8,201.1,103,34.19,197.2,89,16.76,139.0,93,6.25,9.2,4,2.48,1,no
LA,193,510,yes,no,0,194.3,112,33.03,200.6,75,17.05,133.6,114,6.01,14.6,4,3.94,1,yes
UT,128,510,yes,yes,7,157.9,100,26.84,177.5,107,15.09,211.0,110,9.49,5.8,5,1.57,0,no
NY,122,415,no,no,0,218.3,87,37.11,168.0,93,14.28,166.1,111,7.47,6.5,1,1.76,3,no
WV,49,408,no,no,0,198.7,120,33.78,189.7,86,16.12,216.6,132,9.75,14.0,2,3.78,2,no
VA,72,510,no,no,0,220.5,84,37.48,185.4,88,15.76,222.3,104,10.0,10.3,5,2.78,7,yes
CO,111,415,no,no,0,160.3,120,27.25,227.4,84,19.33,189.8,82,8.54,8.3,8,2.24,2,no
MO,88,415,no,no,0,148.3,104,25.21,201.1,120,17.09,108.0,81,4.86,11.7,7,3.16,0,no
ID,116,510,no,no,0,164.3,96,27.93,202.2,97,17.19,198.9,52,8.95,9.1,2,2.46,1,no
MS,86,510,no,no,0,203.8,103,34.65,217.9,84,18.52,171.3,118,7.71,9.8,5,2.65,2,no
MI,57,415,no,no,0,151.5,73,25.76,203.8,97,17.32,216.7,67,9.75,10.0,5,2.7,4,no
OR,1,415,no,no,0,223.3,118,37.96,154.2,86,13.11,250.7,76,11.28,11.4,4,3.08,1,no
GA,121,415,no,yes,11,195.8,97,33.29,172.0,108,14.62,299.9,81,13.5,11.8,4,3.19,0,no
AK,132,415,no,no,0,119.6,92,20.33,166.7,97,14.17,243.6,112,10.96,4.4,6,1.19,1,no
CA,32,510,no,no,0,129.5,102,22.02,234.2,129,19.91,234.7,131,10.56,10.5,4,2.83,3,no
ND,107,408,no,no,0,227.5,106,38.68,222.8,131,18.94,211.5,97,9.52,7.5,5,2.03,1,no
GA,121,408,no,yes,5,160.4,71,27.27,144.4,82,12.27,157.5,106,7.09,11.3,6,3.05,1,no
VA,47,408,no,no,0,153.6,96,26.11,148.3,98,12.61,202.4,115,9.11,8.6,4,2.32,3,no
CA,95,510,no,no,0,86.6,85,14.72,211.4,89,17.97,233.9,68,10.53,12.0,4,3.24,1,no
PA,121,408,no,no,0,150.8,92,25.64,203.5,64,17.3,185.7,97,8.36,15.3,1,4.13,1,no
TN,84,510,no,yes,6,152.6,96,25.94,175.9,92,14.95,163.4,115,7.35,16.4,5,4.43,1,no
MA,58,415,yes,no,0,208.2,102,35.39,163.3,96,13.88,214.0,107,9.63,11.5,1,3.11,0,yes
NV,175,415,no,no,0,138.9,112,23.61,212.2,129,18.04,258.2,81,11.62,8.3,3,2.24,1,no
FL,103,510,no,yes,10,214.6,87,36.48,191.1,133,16.24,276.8,106,12.46,10.0,7,2.7,1,no
TX,81,408,no,no,0,144.3,57,24.53,204.6,87,17.39,203.4,54,9.15,10.5,4,2.83,4,no
IA,104,408,no,no,0,192.9,123,32.79,209.8,69,17.83,165.3,153,7.44,10.3,5,2.78,3,no
PA,133,408,no,yes,9,174.0,110,29.58,177.3,103,15.07,182.0,79,8.19,9.0,1,2.43,4,no
CO,98,510,no,no,0,146.1,118,24.84,166.3,101,14.14,206.2,97,9.28,13.0,9,3.51,3,no
GA,66,510,no,no,0,168.4,69,28.63,196.7,88,16.72,269.6,103,12.13,10.7,10,2.89,2,no
KS,33,415,no,no,0,148.7,115,25.28,227.7,90,19.35,191.9,99,8.64,9.3,6,2.51,0,no
LA,20,510,yes,yes,6,209.3,111,35.58,269.9,72,22.94,195.3,123,8.79,10.4,4,2.81,1,no
WY,71,408,no,no,0,173.7,74,29.53,193.5,107,16.45,224.6,104,10.11,8.0,2,2.16,5,yes
FL,81,415,no,no,0,208.9,104,35.51,152.8,120,12.99,195.5,94,8.8,8.7,3,2.35,1,no
OK,101,510,no,yes,7,199.7,109,33.95,236.0,123,20.06,178.1,92,8.01,9.5,1,2.57,3,no
CO,39,408,no,no,0,120.7,97,20.52,205.8,117,17.49,190.6,96,8.58,12.7,5,3.43,1,no
MS,126,408,no,yes,10,155.6,82,26.45,261.4,95,22.22,231.1,110,10.4,10.8,6,2.92,0,no
MD,83,408,no,no,0,122.1,110,20.76,247.2,151,21.01,213.5,98,9.61,7.2,3,1.94,2,no
IA,93,510,no,no,0,197.5,131,33.58,209.1,92,17.77,191.3,120,8.61,11.5,3,3.11,0,no
OK,49,510,no,no,0,148.4,115,25.23,139.6,118,11.87,129.6,65,5.83,8.5,2,2.29,0,no
VT,13,510,no,no,0,213.1,98,36.23,219.3,112,18.64,204.1,92,9.18,13.3,3,3.59,2,no
GA,89,510,yes,yes,7,249.2,96,42.36,219.9,104,18.69,158.1,121,7.11,10.6,5,2.86,2,yes
AZ,76,510,no,no,0,188.2,83,31.99,165.1,58,14.03,242.8,92,10.93,10.5,3,2.83,0,no
MN,105,408,no,no,0,101.8,131,17.31,188.9,129,16.06,197.6,119,8.89,7.4,3,2.0,0,no
WI,94,415,no,yes,10,174.4,100,29.65,246.9,113,20.99,194.8,104,8.77,7.7,2,2.08,1,no
OK,54,408,no,no,0,204.9,105,34.83,223.3,76,18.98,136.6,83,6.15,11.3,1,3.05,1,no
CT,79,408,yes,no,0,185.0,111,31.45,179.2,90,15.23,194.1,92,8.73,6.5,4,1.76,2,yes
FL,99,408,no,no,0,232.6,110,39.54,196.4,78,16.69,185.3,81,8.34,7.6,6,2.05,0,no
WV,82,415,no,no,0,155.4,108,26.42,147.3,95,12.52,234.3,75,10.54,10.5,2,2.83,1,no
ND,83,510,no,yes,10,189.4,89,32.2,174.9,112,14.87,192.5,70,8.66,17.8,3,4.81,0,no
NY,123,510,no,no,0,241.9,121,41.12,213.0,69,18.11,204.7,79,9.21,11.2,4,3.02,2,no
NM,66,510,no,no,0,198.5,98,33.75,208.6,65,17.73,145.0,89,6.52,11.8,3,3.19,1,no
HI,110,415,no,no,0,165.4,114,28.12,250.4,88,21.28,137.4,86,6.18,10.9,1,2.94,3,no
MT,104,408,no,no,0,151.0,112,25.67,197.9,62,16.82,167.8,126,7.55,9.3,4,2.51,2,no
NH,139,510,no,yes,7,245.3,85,41.7,176.7,106,15.02,170.9,116,7.69,13.4,3,3.62,0,no
IA,156,510,no,no,0,246.6,73,41.92,204.8,103,17.41,137.1,93,6.17,14.2,1,3.83,2,no
CA,126,415,no,no,0,213.9,95,36.36,214.1,126,18.2,270.4,92,12.17,9.7,4,2.62,1,no
AR,62,415,no,yes,7,226.5,93,38.51,208.4,120,17.71,184.4,82,8.3,5.7,6,1.54,3,no
UT,89,415,no,no,0,127.7,107,21.71,175.1,134,14.88,114.8,104,5.17,10.1,3,2.73,2,no
AZ,89,415,no,no,0,129.7,109,22.05,261.1,46,22.19,181.3,75,8.16,10.2,3,2.75,2,no
DE,89,408,yes,no,0,199.4,122,33.9,245.6,96,20.88,238.4,107,10.73,10.2,3,2.75,4,yes
MD,68,510,no,no,0,112.4,64,19.11,216.7,81,18.42,195.2,131,8.78,11.1,2,3.0,2,no
RI,31,510,no,no,0,216.9,100,36.87,182.8,83,15.54,191.8,113,8.63,11.6,2,3.13,5,no
IN,16,415,yes,no,0,214.9,94,36.53,244.2,112,20.76,151.3,83,6.81,11.6,1,3.13,5,yes
IA,130,408,yes,no,0,156.7,129,26.64,264.7,118,22.5,214.2,82,9.64,12.1,7,3.27,2,no
NC,21,415,no,no,0,145.4,94,24.72,175.8,92,14.94,245.5,89,11.05,9.0,5,2.43,0,no
ND,63,408,no,yes,19,144.8,85,24.62,227.2,153,19.31,168.9,112,7.6,10.5,5,2.83,3,no
NH,29,408,no,no,0,186.8,98,31.76,157.2,132,13.36,105.8,102,4.76,11.6,6,3.13,1,no
OH,85,415,no,no,0,189.7,96,32.25,176.8,122,15.03,208.4,98,9.38,11.3,3,3.05,1,no
PA,81,408,yes,no,0,136.9,109,23.27,230.7,95,19.61,262.4,144,11.81,11.5,2,3.11,2,no
VA,92,415,no,no,0,166.8,72,28.36,168.5,116,14.32,208.1,102,9.36,10.9,6,2.94,1,no
MO,74,415,no,yes,5,237.1,94,40.31,167.3,106,14.22,159.8,80,7.19,14.3,5,3.86,0,no
MI,89,510,no,yes,9,218.4,98,37.13,183.9,55,15.63,205.8,99,9.26,8.1,3,2.19,1,no
GA,52,415,no,yes,5,175.7,91,29.87,171.2,119,14.55,178.2,92,8.02,11.3,4,3.05,3,no
TN,201,415,no,no,0,160.6,116,27.3,174.9,97,14.87,201.0,96,9.04,17.4,5,4.7,3,no
OH,39,415,no,yes,7,206.7,111,35.14,154.9,115,13.17,237.2,86,10.67,13.7,7,3.7,2,no
CA,109,415,no,no,0,156.6,120,26.62,238.4,95,20.26,223.0,140,10.04,13.1,6,3.54,0,no
MI,149,408,no,no,0,144.8,120,24.62,251.8,108,21.4,200.5,120,9.02,14.0,2,3.78,1,no
GA,120,408,no,no,0,221.3,97,37.62,211.3,95,17.96,203.0,69,9.13,11.0,4,2.97,1,no
CA,88,510,no,no,0,157.4,128,26.76,191.6,105,16.29,143.6,98,6.46,7.4,2,2.0,2,no
WV,116,510,no,no,0,155.2,110,26.38,107.4,109,9.13,165.2,91,7.43,12.0,4,3.24,1,yes
NJ,138,415,no,yes,7,203.2,58,34.54,204.1,91,17.35,200.3,118,9.01,8.3,4,2.24,3,no
TX,103,408,no,no,0,140.8,109,23.94,188.3,136,16.01,182.2,73,8.2,13.4,4,3.62,1,no
NE,112,510,no,no,0,220.9,106,37.55,155.6,49,13.23,205.2,95,9.23,7.1,1,1.92,1,no
WV,81,510,no,yes,8,181.0,93,30.77,159.4,76,13.55,135.7,90,6.11,8.8,3,2.38,1,no
OH,115,415,yes,no,0,133.6,113,22.71,215.9,78,18.35,172.5,113,7.76,9.3,3,2.51,0,no
CT,137,510,no,no,0,167.2,132,28.42,208.4,84,17.71,162.0,120,7.29,10.4,2,2.81,0,no
NM,47,510,no,no,0,133.7,122,22.73,261.7,101,22.24,205.0,115,9.22,10.2,5,2.75,1,no
VA,107,415,no,no,0,217.0,134,36.89,197.9,124,16.82,147.9,109,6.66,3.5,4,0.95,1,no
MO,106,408,no,yes,7,181.2,124,30.8,220.2,81,18.72,168.0,124,7.56,12.7,7,3.43,1,no
NC,30,510,no,no,0,159.3,100,27.08,171.1,90,14.54,150.7,101,6.78,13.2,4,3.56,0,no
MS,94,408,no,no,0,116.0,94,19.72,225.8,96,19.19,192.3,100,8.65,10.2,7,2.75,4,no
OK,137,408,no,no,0,143.3,100,24.36,218.5,120,18.57,182.9,86,8.23,4.0,6,1.08,1,no
OH,80,415,no,no,0,203.3,87,34.56,259.9,99,22.09,153.5,109,6.91,13.9,5,3.75,3,no
SD,76,408,no,no,0,260.4,77,44.27,140.1,122,11.91,120.4,95,5.42,19.4,2,5.24,2,yes
DE,115,408,no,no,0,223.5,120,38.0,199.5,71,16.96,223.9,110,10.08,10.7,4,2.89,2,no
NV,101,510,no,yes,5,216.0,91,36.72,160.3,93,13.63,209.3,101,9.42,7.5,8,2.03,1,no
TN,90,408,no,yes,4,131.9,64,22.42,236.3,80,20.09,191.7,111,8.63,14.4,4,3.89,0,no
SC,112,415,no,yes,3,191.0,79,32.47,220.3,75,18.73,146.5,87,6.59,9.2,1,2.48,5,no
IA,118,408,no,no,0,181.4,86,30.84,199.2,79,16.93,230.0,79,10.35,8.2,3,2.21,4,no
DC,27,415,no,no,0,201.4,112,34.24,229.5,150,19.51,154.6,70,6.96,12.1,2,3.27,1,no
ND,96,415,no,yes,6,187.9,99,31.94,180.6,60,15.35,179.9,80,8.1,11.4,5,3.08,0,no
PA,85,510,no,no,0,181.8,91,30.91,228.4,103,19.41,190.2,61,8.56,10.7,1,2.89,1,no
OR,84,415,no,no,0,228.8,85,38.9,175.1,142,14.88,234.2,52,10.54,8.3,3,2.24,1,no
ME,81,415,no,no,0,161.1,116,27.39,198.9,105,16.91,140.9,65,6.34,7.2,4,1.94,0,no
IL,164,408,no,no,0,261.0,79,44.37,218.9,96,18.61,228.2,107,10.27,2.9,1,0.78,1,yes
DC,92,408,no,no,0,168.8,95,28.7,179.0,104,15.22,202.3,99,9.1,11.2,4,3.02,4,no
ME,121,415,no,no,0,112.0,75,19.04,209.8,106,17.83,165.3,88,7.44,4.5,6,1.22,2,no
MD,92,408,no,no,0,208.2,85,35.39,174.9,100,14.87,274.2,125,12.34,13.3,1,3.59,1,no
MI,75,415,no,no,0,153.1,132,26.03,190.6,111,16.2,201.9,72,9.09,4.5,10,1.22,1,no
ID,128,510,no,no,0,135.3,87,23.0,234.0,129,19.89,198.8,44,8.95,9.4,0,2.54,1,no
RI,67,415,no,yes,6,158.7,107,26.98,185.9,76,15.8,213.2,94,9.59,14.8,6,4.0,1,no
FL,62,408,no,no,0,194.2,79,33.01,207.8,66,17.66,175.6,100,7.9,13.2,7,3.56,0,no
HI,92,415,no,no,0,165.3,129,28.1,225.0,93,19.12,273.4,109,12.3,7.1,4,1.92,3,no
WV,44,415,no,no,0,167.2,70,28.42,196.3,76,16.69,196.7,102,8.85,9.6,3,2.59,3,no
IA,94,415,no,yes,9,182.8,114,31.08,209.8,85,17.83,239.9,79,10.8,8.3,2,2.24,2,no
SC,73,408,yes,yes,8,182.8,102,31.08,150.6,83,12.8,203.7,110,9.17,2.4,6,0.65,2,no
MO,173,415,no,no,0,128.1,121,21.78,232.6,113,19.77,209.2,141,9.41,13.9,2,3.75,2,no
MA,157,415,no,no,0,132.9,135,22.59,244.0,82,20.74,134.2,124,6.04,10.6,3,2.86,0,no
OR,109,408,no,no,0,153.7,128,26.13,172.6,108,14.67,197.0,95,8.87,10.3,3,2.78,0,no
AL,90,408,no,no,0,192.2,80,32.67,207.8,87,17.66,146.2,96,6.58,14.6,4,3.94,0,no
MS,100,408,no,no,0,60.4,80,10.27,251.1,110,21.34,100.2,69,4.51,12.2,8,3.29,0,no
GA,94,510,yes,yes,9,161.3,85,27.42,173.7,93,14.76,195.8,100,8.81,12.7,2,3.43,3,no
NH,143,408,no,no,0,106.2,104,18.05,211.4,105,17.97,201.6,123,9.07,9.4,8,2.54,0,no
SC,117,415,no,yes,9,191.8,117,32.61,247.7,110,21.05,180.5,85,8.12,8.8,2,2.38,3,no
MA,50,415,yes,no,0,171.3,74,29.12,190.1,114,16.16,239.2,84,10.76,11.4,2,3.08,1,no
DC,53,408,no,no,0,167.7,103,28.51,188.5,111,16.02,202.2,112,9.1,12.9,4,3.48,3,no
CT,79,408,no,yes,3,196.0,71,33.32,178.7,101,15.19,152.7,87,6.87,17.2,3,4.64,1,no
RI,158,408,no,no,0,224.9,89,38.23,135.9,104,11.55,198.4,79,8.93,6.9,4,1.86,1,yes
ND,116,510,no,no,0,151.8,91,25.81,178.2,88,15.15,159.3,94,7.17,13.2,7,3.56,1,no
GA,117,415,no,no,0,144.7,102,24.6,197.1,77,16.75,157.9,93,7.11,6.1,5,1.65,2,no
TX,159,510,no,no,0,128.5,118,21.85,214.5,95,18.23,161.7,95,7.28,7.5,0,2.03,3,no
CT,151,408,no,no,0,110.6,69,18.8,230.1,92,19.56,132.6,98,5.97,9.4,1,2.54,1,no
TN,85,408,no,yes,8,151.0,133,25.67,226.6,93,19.26,242.0,77,10.89,13.2,6,3.56,0,no
WV,102,510,no,no,0,102.4,91,17.41,211.9,110,18.01,220.6,107,9.93,11.7,3,3.16,2,no
OR,114,510,no,yes,10,178.4,141,30.33,224.1,75,19.05,160.5,112,7.22,12.2,1,3.29,0,no
WA,135,510,no,no,0,199.1,106,33.85,224.1,91,19.05,228.6,89,10.29,8.0,3,2.16,2,yes
NV,87,415,no,no,0,153.0,108,26.01,190.1,112,16.16,255.0,77,11.47,11.0,4,2.97,1,no
SD,65,408,no,no,0,159.6,111,27.13,272.9,112,23.2,216.5,110,9.74,6.8,6,1.84,1,no
TN,32,510,no,no,0,145.4,139,24.72,149.0,88,12.67,172.8,51,7.78,9.7,6,2.62,1,no
CO,95,408,no,no,0,177.9,124,30.24,277.8,131,23.61,230.7,111,10.38,8.5,3,2.29,3,no
WI,113,510,no,no,0,176.7,115,30.04,202.2,89,17.19,203.2,68,9.14,11.8,2,3.19,1,no
WA,77,415,no,no,0,285.4,106,48.52,192.0,90,16.32,213.1,113,9.59,3.5,3,0.95,1,no
ME,77,510,no,no,0,194.2,72,33.01,163.0,81,13.86,161.4,83,7.26,12.7,4,3.43,2,no
OK,76,415,no,no,0,164.2,116,27.91,194.7,114,16.55,231.6,120,10.42,10.3,3,2.78,0,no
CA,123,510,yes,yes,5,247.4,152,42.06,210.0,109,17.85,148.6,98,6.69,12.8,3,3.46,2,no
NH,103,415,no,no,0,103.9,97,17.66,199.6,95,16.97,194.2,97,8.74,10.9,0,2.94,1,no
NJ,126,415,no,no,0,120.2,74,20.43,206.3,72,17.54,129.9,110,5.85,11.0,3,2.97,2,no
ND,15,510,no,no,0,196.9,78,33.47,235.5,112,20.02,251.5,103,11.32,12.5,2,3.38,3,no
FL,117,408,no,no,0,189.8,111,32.27,207.3,70,17.62,217.7,105,9.8,5.7,4,1.54,0,no
IN,71,415,no,no,0,203.3,103,34.56,172.4,143,14.65,234.1,100,10.53,17.2,6,4.64,1,no
IL,96,510,no,yes,9,178.2,100,30.29,211.6,97,17.99,151.2,110,6.8,15.8,3,4.27,4,no
AL,98,510,no,yes,9,158.6,101,26.96,171.3,76,14.56,154.8,79,6.97,9.6,2,2.59,1,no
SC,30,415,no,no,0,210.2,69,35.73,161.3,95,13.71,107.6,115,4.84,2.8,1,0.76,4,yes
NC,151,510,no,yes,7,131.5,101,22.36,205.5,111,17.47,194.0,118,8.73,11.3,4,3.05,3,no
RI,135,510,no,no,0,114.2,103,19.41,127.5,94,10.84,224.3,120,10.09,8.4,2,2.27,2,no
OR,139,510,no,no,0,221.4,100,37.64,211.9,93,18.01,170.7,81,7.68,16.4,4,4.43,2,no
